Motor Type,Device Type,Run Time Since Maintenance,Run Time Since Overhaul,Run Time Since Production,Age Since Overhaul,Age Since Production,TempF Mean - 1 Minute,TempF StDev - 1 Minute,TempF Range - 1 Minute,TempF Max - 1 Minute,TempF Mean - 15 Minutes,TempF StDev - 15 Minutes,TempF Range - 15 Minutes,TempF Max - 15 Minutes,Observations Above Max Temp - 24 Hours,Remaining Useful Life
Permanent Magnet,Fan,2125,4845,10342,364.86,980.61,81.7,0.3,0.73,82.08,71.77,3.96,8.5,72.62,0,2770.17
Shunt-Wound,Actuator,4202,6783,11405,636.34,1045.98,76,4.65,7.9,76.52,69.31,0.73,2,69.8,0,1877.72
Permanent Magnet,Fan,2532,5220,10168,468.19,870.24,77.52,0.33,0.71,77.6,72.24,1.2,3.24,74.65,0,2819.41
Series-Wound,Fan,4173,6981,12074,817.99,1288.26,73.58,6.47,14.85,83.69,77.72,6.4,18.42,92.59,0,1460.58
Shunt-Wound,Conveyor,4572,7370,12747,664.81,1336.22,75.51,0.27,0.49,75.76,72.1,0.2,0.54,72.34,0,1998.4
Shunt-Wound,Actuator,5178,8595,13704,721.44,1140.01,70.22,5.78,14.4,80.93,69.89,4.98,10.1,70.89,0,1314.73
Series-Wound,Fan,2845,5650,10163,385.86,1040.31,74.59,0.35,0.77,74.99,79.71,0.31,0.91,80.46,0,2568.19
Permanent Magnet,Conveyor,2648,5727,10708,413.32,783.83,72.01,0.59,1.1,72.44,69.94,0.22,0.46,70.17,10,1867.11
Series-Wound,Conveyor,2227,4854,10238,485.72,934.16,80.4,0.45,0.77,80.75,76.44,0.34,0.73,76.53,1,2546.55
Permanent Magnet,Pump,1658,5008,10138,513.83,1060.8,79.02,1.12,2.51,79.24,70.29,0.27,0.57,70.42,14,1653.48
Shunt-Wound,Actuator,2719,5811,11168,439.45,911.88,74.81,0.44,0.78,75.42,70.85,0.28,0.57,70.99,0,2679.23
Permanent Magnet,Fan,3922,6797,11618,783.88,1116.53,73.36,0.48,0.8,74.06,71.15,2.78,6.04,73.91,0,2324.14
Permanent Magnet,Pump,3446,6012,11025,920.66,1296.7,91.97,0.34,0.77,92.23,72.09,1.98,5.05,74.55,0,2230.67
Permanent Magnet,Fan,5568,8198,12751,1211.78,1509.67,76.25,3.8,9.32,84.09,70.02,1.12,3.1,71.42,0,1366.67
Series-Wound,Conveyor,1770,4645,9310,326.42,1055.22,88.49,4.34,6.88,89.63,69.48,0.27,0.7,69.87,14,1292.63
Series-Wound,Fan,2234,4797,9682,445.52,1222.14,73.4,0.19,0.29,73.56,79.71,0.18,0.47,80.01,0,2601.49
Permanent Magnet,Actuator,1184,3823,8958,407.94,1062.53,71.58,1.91,3.81,73.49,72.22,0.12,0.25,72.33,0,3235.94
Series-Wound,Fan,2924,6170,11460,590.76,1032.18,71.71,0.3,0.72,72.06,73.69,4.39,12.15,81.81,0,2486.47
Permanent Magnet,Pump,2877,6088,11169,397.37,753.44,71.04,0.88,1.6,71.72,72.46,0.65,1.93,72.74,0,2756.7
Shunt-Wound,Actuator,5873,8695,13983,618.99,1113.78,74.49,6.08,9.46,76.17,73.67,5.59,15.79,81.31,28,1
Shunt-Wound,Conveyor,4210,7435,12144,969.12,1325.48,73.53,2.4,5.86,74.1,80.87,0.35,0.92,81.54,0,1832.6
Permanent Magnet,Fan,3397,6262,10883,731.92,1480.94,101.55,0.19,0.35,101.75,93.79,0.23,0.5,94.17,20,58.73
Series-Wound,Conveyor,5254,8260,13330,759.89,1242.4,69.92,3.83,7.85,76.2,92.72,0.34,0.74,92.73,15,1
Shunt-Wound,Pump,1119,3872,8885,400.72,1100.28,80.82,0.3,0.66,81.02,77.83,1.17,3.21,79.72,0,3176.81
Series-Wound,Fan,5625,9111,14527,615.83,1374.6,72.31,4.78,11.37,80.1,73.97,0.51,1.42,74.62,0,1292.29
Shunt-Wound,Pump,4349,7215,12232,1124.97,1476.89,77.74,1.62,3.03,79.55,73.19,0.23,0.55,73.62,0,1898.16
Permanent Magnet,Conveyor,4225,7443,12416,643.71,1213.55,77.57,2.09,4.81,78.29,70.42,2.22,6.44,73.29,5,1456.05
Permanent Magnet,Fan,3660,6258,11220,633.76,1231.3,71.11,0.13,0.24,71.24,70.96,0.68,1.42,71.76,0,2363.97
Permanent Magnet,Pump,4835,7470,12197,733.28,1452.57,70.66,3.44,6.79,74.84,105.65,0.18,0.45,105.73,0,1411.31
Permanent Magnet,Conveyor,5024,8018,13498,681.46,1099.51,89.29,4.93,10.73,90.39,71.26,4.94,13.8,75.63,6,859.2
Shunt-Wound,Pump,2756,5333,10024,824.92,1338.16,73.57,0.13,0.27,73.69,85.32,0.5,1.47,85.46,0,2435.12
Permanent Magnet,Pump,3826,6563,11767,1041.26,1537.89,72.76,1.81,3.6,73.29,73.94,1.17,3.46,75.03,0,2179.9
Series-Wound,Pump,5545,8296,13351,562.07,973.93,92.15,0.16,0.38,92.43,71.04,0.42,1.08,71.39,0,1476.67
Permanent Magnet,Conveyor,4572,8026,12602,1282.31,1736.97,76.22,0.33,0.64,76.32,72.9,0.3,0.8,73.01,2,1627.08
Permanent Magnet,Fan,2676,5892,11041,393.56,770.18,99.42,0.45,1.01,100.22,70.98,0.32,0.76,71.03,22,458.67
Permanent Magnet,Pump,1400,4518,9479,653.73,1023.53,73.61,0.42,0.72,73.69,71.48,0.14,0.33,71.76,0,3211.81
Shunt-Wound,Fan,4452,7926,13099,873.41,1347.44,72.18,2.49,6.22,74.66,87.96,0.12,0.26,88.04,0,1667.48
Permanent Magnet,Pump,3734,6878,12281,712.62,1256.12,70.82,0.15,0.3,70.83,71.56,0.45,1.16,72.33,30,1
Permanent Magnet,Conveyor,5073,8405,13208,1127.26,1899.93,88.91,4.24,8.11,95.85,94.9,1.22,2.86,97.03,28,1
Permanent Magnet,Fan,1523,4406,9365,384.08,832.57,72.49,0.27,0.57,72.53,70.92,2.85,7.62,77.52,7,2458.67
Permanent Magnet,Pump,3548,6691,11889,578.44,1011.69,79.78,1.78,3.77,80.7,73.33,0.3,0.6,73.7,9,1352.04
Permanent Magnet,Actuator,5215,8514,13988,1299.83,1856.03,92.99,0.21,0.48,93.14,71.63,0.18,0.49,71.88,0,1503.03
Shunt-Wound,Pump,4136,7071,12502,1030.96,1494.88,83.68,0.3,0.66,83.73,91.59,5.76,14.98,96.01,0,1701.52
Permanent Magnet,Pump,2979,6143,11597,459.27,852.75,72.26,0.23,0.55,72.36,85.88,1.72,4.87,88.27,0,2402.69
Permanent Magnet,Fan,1924,4728,9468,718.27,1141.21,75.91,1,2.07,76.7,70.33,0.6,1.74,71.27,0,2968.82
Shunt-Wound,Pump,5822,8602,13195,996.53,1540.89,69.88,6.23,12.08,74.45,74.51,0.29,0.63,75.05,0,1092.69
Series-Wound,Actuator,3950,7339,11924,580.19,1097.54,78.81,0.74,1.28,79.58,72.54,0.66,1.73,73.99,22,158.29
Shunt-Wound,Actuator,1493,4476,9118,616.33,975.6,69.8,1.82,3.37,70.28,96.17,0.93,2.65,96.87,0,2848.31
Shunt-Wound,Actuator,2429,5070,10375,367.21,733.13,71.65,1.13,2.37,73.23,73.86,1.85,4.65,74.35,0,2762.88
Permanent Magnet,Conveyor,5476,8835,13638,990.64,1606.98,84.23,0.75,1.16,84.56,72.28,0.17,0.44,72.5,0,1519.14
Permanent Magnet,Fan,5010,7820,12664,777.58,1150.97,94.09,5.37,10.01,100.43,71.11,0.24,0.55,71.49,0,1562.01
Series-Wound,Conveyor,4972,8235,12806,948.89,1245.37,77.52,0.18,0.38,77.74,71.73,2.95,8.24,78.61,0,1772.56
Shunt-Wound,Pump,1282,3933,8434,525.92,981.71,74.07,0.2,0.37,74.17,92.61,0.41,1.05,92.91,20,1023.68
Series-Wound,Actuator,1504,4417,9433,679.18,1248.77,74.84,1.96,3.12,77.58,79.63,0.54,1.25,80.24,0,2830.69
Series-Wound,Fan,5035,7624,12657,520.97,972.3,72.25,3.4,7.77,76.38,75.75,0.43,1.16,76.73,0,1700.56
Permanent Magnet,Conveyor,2439,5199,10646,384.85,903.13,73.9,5.73,12.23,84.66,70.3,0.2,0.46,70.63,16,942.28
Permanent Magnet,Conveyor,4729,7693,13096,513.46,1331.61,75.37,0.58,1.32,76.11,73.69,0.35,0.97,74.49,1,1936.77
Series-Wound,Pump,3634,6992,11733,508.86,871.31,77.92,0.48,0.81,78.1,74.73,5.88,15.24,86.64,0,2146.05
Series-Wound,Fan,4538,7807,13174,786.97,1163.63,72.47,0.28,0.48,72.51,73.14,0.52,1.1,73.19,4,1672.78
Permanent Magnet,Pump,4378,6936,11940,844.89,1227.64,71.52,2.65,6.6,74.76,85.59,1.32,3.49,87.46,6,1338.23
Permanent Magnet,Actuator,3501,6060,11262,930.14,1270.69,69.93,0.29,0.55,70.32,72.95,0.21,0.45,73.27,0,2489.11
Permanent Magnet,Conveyor,5306,8706,13275,657.76,953.44,78.17,0.31,0.64,78.66,70.8,5.97,17.66,86.35,8,922.19
Permanent Magnet,Fan,1790,4452,9380,355.59,959.21,105.04,0.78,1.7,106.56,72.7,4.57,10.98,74.46,0,2673.46
Series-Wound,Conveyor,4260,7391,12663,546.28,1107.69,70.39,1.28,2.36,71.06,100.5,5.44,16.23,102.26,0,1753.92
Permanent Magnet,Actuator,3586,6917,11874,578.95,1105.21,73.22,0.73,1.29,73.24,93.3,0.22,0.63,93.37,0,2201.79
Permanent Magnet,Conveyor,5068,8514,13309,673.76,1274.08,72.5,2.02,4.75,73.02,106.1,0.12,0.3,106.11,0,1385.87
Permanent Magnet,Actuator,4435,7335,12126,832.17,1601.99,85.99,0.47,0.96,86.2,89.31,3.15,8.73,91.74,0,1670.22
Permanent Magnet,Actuator,1730,4969,10454,412.33,1050.01,83.09,1.36,2.27,84.29,71.76,1.53,4.31,73.53,0,2983.33
Permanent Magnet,Fan,4911,7424,12811,785.47,1283.33,73.81,2.47,6.17,74.24,102.77,1.62,4.39,106.26,0,1464.8
Shunt-Wound,Actuator,1892,5257,10216,605.62,1183.01,70.22,0.22,0.33,70.34,70.87,5.1,13.64,74.86,0,2885.09
Permanent Magnet,Fan,4394,7634,12546,603.35,1390.56,79.84,0.26,0.53,80.17,73.27,0.25,0.74,73.35,0,1978.44
Permanent Magnet,Fan,5226,7823,12406,675.07,1397.96,73.93,0.3,0.63,73.98,88.38,0.2,0.6,88.43,0,1681.6
Permanent Magnet,Fan,5135,7957,13352,510.27,1020.62,76.81,0.48,0.76,77.19,96.59,3.44,8.3,102.44,0,1575.45
Series-Wound,Actuator,4091,7211,12478,626.71,1016.62,70.96,0.23,0.58,71.17,89.96,5.97,17.11,104.39,0,1807.02
Permanent Magnet,Pump,1303,4297,9437,315.3,660.12,75.39,0.21,0.47,75.61,90.73,0.46,1.24,91.5,0,3082.84
Permanent Magnet,Fan,5022,7723,12779,768.4,1294.33,72.41,0.79,1.39,73.17,77.19,1,2.28,78.04,11,685.43
Permanent Magnet,Actuator,1128,4625,9476,410.69,933.68,75.39,0.2,0.48,75.44,70.2,2.76,5.98,70.41,0,3325.46
Permanent Magnet,Actuator,1913,5142,10377,847.58,1365.42,95.51,1.36,2.46,97.3,72.84,1.23,3.17,73.62,0,2782
Permanent Magnet,Fan,5263,8091,12862,586.79,1161.38,96.17,0.26,0.64,96.39,93.29,2.12,4.55,94.17,0,1414.18
Permanent Magnet,Fan,5472,8722,14069,835.79,1267.82,83.02,5.74,13.92,92.61,83.49,0.3,0.68,83.82,16,1
Series-Wound,Conveyor,5948,8891,13489,1102.67,1543.15,72.32,2.23,4.44,76.3,80.44,0.13,0.27,80.63,0,1198.88
Shunt-Wound,Actuator,2196,5516,10239,393.63,722.25,69.03,0.23,0.56,69.42,73.19,5.65,16.82,73.66,4,2454.35
Permanent Magnet,Pump,1011,4265,9582,438.33,1007.43,71.01,2.08,3.42,73.65,69.02,5.99,12.57,73.48,0,3219.84
Series-Wound,Fan,2151,4657,9375,585.01,951.75,71.33,1.58,3.51,72.46,72.06,1.98,5.45,73.36,0,2638.63
Series-Wound,Pump,1084,3989,9164,383.51,838.74,71.58,3.69,6.95,75.77,69.63,0.54,1.38,69.88,6,2550.06
Permanent Magnet,Conveyor,1237,4355,9219,568.37,1045.48,72.36,5.31,12.03,79.21,76.95,0.35,0.84,77.54,0,2868.1
Permanent Magnet,Actuator,4749,7823,12565,848.46,1541.44,73.6,0.78,1.47,74.8,81.28,1.86,4.37,84.78,0,1783.36
Permanent Magnet,Fan,3749,6653,11691,556.45,992.35,76.29,0.3,0.55,76.66,72.4,0.51,1.04,73.24,10,1394.91
Permanent Magnet,Conveyor,4241,6774,12041,634.5,1234.4,92.53,0.17,0.32,92.77,76.56,0.22,0.45,76.65,0,2000.14
Shunt-Wound,Pump,4618,7418,12908,936.64,1344.87,70.08,5.31,8.76,75.98,72.03,0.95,2.49,74.08,0,1726.86
Permanent Magnet,Pump,5684,8770,13624,1212.84,1563.47,69.97,3.8,8.17,70.54,69.78,2.3,5.38,72,0,1445.06
Permanent Magnet,Conveyor,1889,5115,10119,519.9,848.48,79.25,1.74,2.77,81.68,77.77,0.72,1.81,78.36,0,2899.81
Permanent Magnet,Actuator,5060,8433,13218,791.16,1139.2,100.41,5,10.77,104.21,72.46,0.15,0.37,72.55,0,1315.58
Permanent Magnet,Fan,5979,9052,13686,1156.98,1640.04,73.98,4.36,9.78,74.13,69.78,0.77,1.86,71.25,5,837.84
Series-Wound,Conveyor,3253,6728,11841,701.99,1512.85,71.67,2.44,5.86,72.46,73.08,1.68,4.97,75.11,1,1995.26
Permanent Magnet,Actuator,4667,7610,13002,1022.3,1672.41,73.59,0.75,1.43,73.71,71.83,2.45,5.77,76.85,0,1907.6
Permanent Magnet,Conveyor,5737,8460,13620,730.75,1177.3,92.26,5.71,11.09,92.9,92.71,1,2.68,94.37,7,240.34
Permanent Magnet,Pump,2010,5014,10039,703.9,1141.16,73.53,1.63,3.76,76.75,78.86,5.63,14.04,83.98,0,2589.15
Series-Wound,Fan,4044,7348,12116,629.65,938.4,71.13,3.75,7.97,77.66,69.25,0.29,0.76,69.38,0,1987.49
Permanent Magnet,Conveyor,3456,6079,11301,697.64,1145,71.35,0.36,0.65,71.93,70.87,0.22,0.62,71.29,7,1877.41
Permanent Magnet,Fan,2494,5214,10711,401.93,1201.74,77.97,0.97,2.3,78.15,73.67,1.05,3.04,74.98,0,2671.11
Shunt-Wound,Actuator,5146,7727,12349,533.06,1126.37,80.16,0.88,1.91,80.98,73.35,0.27,0.67,73.67,0,1733.46
Permanent Magnet,Fan,3756,6444,11392,741.02,1261.75,100.53,0.19,0.37,100.85,82.13,0.58,1.62,82.81,0,2015.66
Series-Wound,Fan,1991,4799,9892,428.14,1145.68,72.57,4.48,8.4,76.12,75.44,0.83,2.1,77.07,0,2563.9
Shunt-Wound,Conveyor,3549,6347,11724,713.99,1587.74,73.55,5.32,8.39,80.53,71.19,0.37,0.92,71.26,0,2105.87
Shunt-Wound,Actuator,2277,5694,10803,509.72,870.66,73.55,1.72,4.18,74.43,72.29,0.13,0.35,72.59,0,2822.47
Series-Wound,Fan,2480,5285,9798,520.82,1145.51,73.13,0.19,0.43,73.52,80.39,1.61,4.3,81.94,0,2580.28
Permanent Magnet,Conveyor,2042,5121,10102,454.77,1096.61,76.45,1,2,77.34,74.85,1.18,2.46,75.8,0,2827.32
Series-Wound,Conveyor,3405,6032,11416,467.15,865.73,101.69,5.71,8.98,104.92,70.92,5.28,15.71,76.68,0,1846.42
Permanent Magnet,Pump,5871,9221,14351,869.77,1419.43,84.82,0.47,1.04,85.69,73.05,1.15,2.75,73.96,0,1423.85
Shunt-Wound,Actuator,2402,5494,10851,519.35,1190.11,77.24,0.27,0.48,77.37,74.4,0.63,1.36,74.4,0,2730.53
Permanent Magnet,Fan,3648,6523,11344,589.26,1025.42,69.01,1.3,2.81,71.39,73.95,0.37,0.88,74.01,0,2362.91
Permanent Magnet,Pump,5112,7678,12691,557.71,941.87,76.78,0.46,1.03,77.14,72.04,4.97,13.44,72.5,0,1834.04
Permanent Magnet,Fan,2751,5381,9934,619.47,1285.04,76.04,0.22,0.38,76.32,90.7,1.87,3.96,93.5,0,2522.28
Series-Wound,Conveyor,4820,7695,12360,513.13,1177.27,89.73,1.4,2.23,91.48,75.16,3.12,8.42,78.15,0,1666.63
Series-Wound,Fan,4972,7535,12420,637,1225.28,69.96,0.12,0.2,69.99,85.97,1.55,3.3,87.44,2,1458.49
Permanent Magnet,Actuator,3926,6565,11700,916.66,1309.31,78.85,5.09,7.85,82.46,71.11,0.17,0.38,71.22,0,1935.21
Series-Wound,Fan,2947,6193,11483,509.49,936.23,75.16,0.34,0.7,75.53,74.98,0.29,0.75,75.6,0,2477.92
Permanent Magnet,Pump,2506,5717,10798,656.47,1172.27,71.62,6.14,12.14,81.97,73.42,0.54,1.49,73.55,0,2331.32
Shunt-Wound,Actuator,2801,5623,10911,412.45,989.98,94.3,0.26,0.56,94.39,73.29,1.42,3.74,75.09,0,2543.45
Shunt-Wound,Conveyor,1153,4378,9087,419.84,727.52,78.32,0.13,0.26,78.54,71.57,0.33,0.83,71.88,0,3312.09
Permanent Magnet,Fan,5315,8180,12801,1102.57,1427.14,73.38,5.68,9.87,76.58,70.07,0.92,2.36,70.86,0,1524.81
Series-Wound,Conveyor,4731,7737,12807,643.21,1278.22,103.35,2.01,3.9,105.93,73.8,0.42,1.19,73.99,0,1658.93
Shunt-Wound,Pump,4529,7282,12295,548.1,977.91,70.36,0.47,1.15,70.88,69.96,0.28,0.6,70.36,0,2083.34
Series-Wound,Fan,3636,7122,12538,627.39,1343.86,72.76,1.84,3.79,74.7,74.18,0.19,0.46,74.35,0,2163.31
Shunt-Wound,Pump,5101,7967,12984,1144.17,1533.12,73.44,0.31,0.48,73.81,70.64,6.15,12.85,80.22,0,1587.44
Permanent Magnet,Conveyor,4365,7583,12556,1181.38,1669.25,81.99,0.42,0.92,82.25,72.56,4.45,13.03,74.56,0,1855.09
Permanent Magnet,Fan,4897,7495,12457,564.42,1103.17,72.2,1.98,3.18,74.57,83.46,0.24,0.62,83.5,0,1746.42
Permanent Magnet,Pump,5887,8522,13249,558.27,875.08,89.5,0.21,0.37,89.61,73.88,0.58,1.28,74.1,0,1572.33
Permanent Magnet,Conveyor,4290,7284,12764,536.15,1066.65,71.22,0.23,0.39,71.29,71.31,1.09,2.4,72.54,0,2131.19
Shunt-Wound,Pump,4332,6909,11600,455.6,1006.7,70.48,1.13,1.85,71.45,102.81,0.29,0.82,103.08,0,1810.89
Permanent Magnet,Pump,1746,4483,9687,491.89,1056.5,69.39,1.67,3.06,71.1,99.82,0.16,0.46,100.07,0,2681.25
Series-Wound,Pump,1383,4134,9189,322.59,971.77,96.7,5.42,9.49,97.93,72.08,4.26,9.21,72.15,2,2373.27
Permanent Magnet,Conveyor,1581,5035,9611,331.74,710.37,82.05,0.43,0.69,82.62,69.09,0.32,0.9,69.17,0,3205.81
Permanent Magnet,Fan,5491,8707,13856,609.05,1111.34,70.31,0.46,0.71,70.9,82.73,4.18,10.38,85.51,15,201.56
Permanent Magnet,Pump,2177,5295,10256,392.89,800.03,71.94,0.32,0.64,72.03,92.24,0.13,0.25,92.34,0,2796.72
Shunt-Wound,Fan,2629,6103,11276,788.08,1346.68,75.33,6.36,10.73,83.99,72.66,1.03,2.23,72.96,0,2189.58
Permanent Magnet,Pump,5529,8673,14076,1200.78,1829.68,73.12,4.37,9.71,79.68,71.14,0.33,0.76,71.76,0,1286.94
Permanent Magnet,Conveyor,4119,7451,12254,734.45,1071.27,72.26,0.14,0.32,72.42,73.34,0.97,2.45,75.49,0,2169.57
Permanent Magnet,Fan,2614,5497,10456,495.83,1158.77,71.56,0.42,0.72,71.91,72.95,0.19,0.38,73.2,6,2158.18
Permanent Magnet,Pump,1216,4359,9557,702.27,1055.36,84.91,1.54,3.64,85.79,88.36,0.35,0.83,88.48,0,2911.26
Permanent Magnet,Actuator,1853,5152,10626,433.89,833.73,94.29,2.44,4.9,94.8,78.26,0.31,0.77,78.41,0,2738.8
Shunt-Wound,Pump,4066,7001,12432,727.81,1589.9,69.36,0.77,1.41,70.56,70.17,0.55,1.48,71.01,0,2080.59
Permanent Magnet,Pump,2421,5585,11039,692.52,1137.15,99.91,4.52,10.56,106.98,73.01,0.28,0.74,73.17,0,2304.61
Permanent Magnet,Fan,3935,6739,11479,1074.06,1403.78,69.12,2.23,4.68,72.2,78.7,5.94,15.61,84.86,4,1574.61
Shunt-Wound,Pump,4356,7136,11729,603.89,908.65,69.35,0.19,0.39,69.43,97.93,2,4.03,98.19,0,1813.2
Series-Wound,Actuator,3501,6890,11475,634.91,1154.77,101.34,4.52,9.92,108.36,72.45,0.27,0.61,72.61,0,1798.91
Shunt-Wound,Actuator,4329,7312,11954,553.04,1061.67,71.83,0.32,0.5,72.02,73.43,3.13,7.89,76.61,0,2013.83
Shunt-Wound,Actuator,3512,6153,11458,495.44,1012.86,69.49,2.81,4.41,73.25,69.94,5.24,14.65,80.85,0,2168.22
Permanent Magnet,Conveyor,3691,7050,11853,574.03,981.66,82.59,0.13,0.31,82.68,77.77,1.29,3.1,78.66,0,2181.27
Permanent Magnet,Fan,2482,5292,10136,668.82,1018.04,72.2,0.29,0.7,72.81,94.13,0.48,1.28,94.59,4,2235.26
Series-Wound,Conveyor,1840,5103,9674,343.6,654.83,75.24,6.2,9.79,83.56,70,0.67,1.84,70.64,0,2667.28
Shunt-Wound,Pump,3855,6506,11007,783.17,1242.88,70.87,0.14,0.27,70.9,95.32,0.83,2.37,95.32,0,2067.37
Series-Wound,Actuator,3256,6169,11185,689.31,1031.16,87.62,0.25,0.59,87.87,73.74,0.68,1.58,73.98,0,2332.15
Series-Wound,Fan,1178,3767,8800,317.91,780.72,79.62,5.22,9.74,86.58,72.98,3.13,7.56,76.37,0,2847.1
Permanent Magnet,Conveyor,1344,4104,9551,608.82,1398,72.72,5.24,11.48,80.53,103.35,6.08,15.85,117.14,0,2440.44
Permanent Magnet,Conveyor,5543,8507,13910,903.05,1789.32,71.24,0.29,0.48,71.47,70.77,0.96,2.19,72.24,0,1639.39
Series-Wound,Pump,4810,8168,12909,795.69,1132.84,78.36,5.04,9.17,80.29,83.73,0.74,1.86,84.62,0,1352.33
Series-Wound,Fan,5927,9196,14563,615.22,1421.81,69.74,0.2,0.49,69.97,71.14,0.19,0.44,71.4,0,1524.75
Permanent Magnet,Pump,2954,5512,10516,514.09,922.48,71.63,2.3,3.79,71.95,76.53,2.47,7.4,79.36,0,2407.97
Permanent Magnet,Actuator,3431,5990,11192,410.53,815.67,74.19,0.55,1.11,74.49,70.77,0.82,2.42,72.84,0,2454.87
Permanent Magnet,Conveyor,3069,6469,11038,607.13,1047.2,76.13,0.83,1.97,76.75,89.66,0.25,0.52,89.77,0,2386.51
Permanent Magnet,Fan,3256,5918,10846,525.85,986.95,69.19,5.43,9,75.71,71.53,0.25,0.68,71.54,0,2239.39
Series-Wound,Conveyor,2300,5431,10703,409.26,830.97,73.99,0.17,0.39,74.1,75.97,1.09,2.45,76.38,0,2699.48
Permanent Magnet,Actuator,4860,8191,13148,848.57,1173.76,70.19,0.7,1.18,70.75,79.56,0.25,0.65,79.61,0,1837.73
Permanent Magnet,Conveyor,3843,7289,12084,767.78,1125.54,76.38,2.56,4.43,78.38,69.54,0.92,1.89,70.02,0,2191.67
Permanent Magnet,Actuator,2986,5886,10677,926.81,1305.91,73.08,0.22,0.52,73.49,79.12,0.3,0.8,79.24,8,1697.71
Permanent Magnet,Actuator,5938,9177,14662,1389.4,1870.18,81.07,2.56,5.16,84.06,69.21,3.25,9.23,75.37,0,1284.48
Permanent Magnet,Fan,3830,6343,11730,617.02,1155.23,73.3,0.1,0.24,73.42,73.83,0.25,0.65,73.88,0,2299.47
Shunt-Wound,Actuator,4358,7723,12682,1022.22,1657.76,80.45,0.16,0.31,80.47,74.04,0.19,0.5,74.11,0,1945.29
Permanent Magnet,Fan,3984,7224,12136,506.14,850.24,82.24,4.84,8.05,83.69,69.29,2.97,6.41,70.18,0,1920.75
Permanent Magnet,Fan,4969,7566,12149,608.73,1144.84,85.34,0.14,0.25,85.53,71.47,1.11,2.68,73.87,10,992.91
Permanent Magnet,Fan,2909,5731,11126,472.62,897.69,70.29,0.19,0.46,70.34,73.58,0.23,0.62,73.97,0,2575.47
Series-Wound,Actuator,1068,4188,9455,593.5,988.62,70.35,0.47,1,71.18,85.54,0.32,0.91,85.75,10,2106.49
Permanent Magnet,Pump,4310,7304,12444,470.6,1216.59,73.51,2.94,4.76,73.55,95.82,0.88,1.79,96.76,0,1855.79
Permanent Magnet,Fan,5007,7708,12764,886.81,1337.42,101.74,0.71,1.71,103.11,71.22,0.16,0.34,71.29,0,1614.07
Permanent Magnet,Actuator,5345,8842,13693,972.03,1312.75,71.44,0.12,0.26,71.44,77.49,0.16,0.35,77.57,0,1665.2
Permanent Magnet,Actuator,5075,8304,13539,804.41,1243.78,75.14,0.11,0.18,75.18,99.48,0.39,1.08,100.18,0,1558.11
Permanent Magnet,Fan,5955,8783,13554,1461.36,1976.38,71.04,0.31,0.67,71.15,71.16,0.23,0.57,71.28,0,1374.56
Permanent Magnet,Fan,5577,8827,14174,1174.8,1784.82,75.22,4.59,8.01,75.41,74.4,0.53,1.09,74.91,0,1333.86
Series-Wound,Conveyor,3931,6874,11472,634.72,1266.14,73.99,4.12,8.37,76.95,73.12,2.32,6.78,76.35,0,1875.36
Shunt-Wound,Actuator,4342,7662,12385,1154.84,1782.93,77.31,3.18,5.88,80.78,100.73,3.47,8.93,105.41,0,1360.89
Permanent Magnet,Pump,2896,6150,11467,940.83,1571.76,73.24,0.4,0.93,73.47,89.37,1.78,4.64,91.79,0,2365.44
Series-Wound,Fan,1537,4043,8761,561.75,918.79,99.92,0.18,0.37,100.17,82.18,1.58,4.55,85.57,26,224.99
Series-Wound,Pump,3954,6859,12034,642.85,977,71.85,0.21,0.48,72.03,77.08,0.49,1,77.86,0,2136.37
Permanent Magnet,Conveyor,2720,5838,10702,888.38,1648.26,79.37,5.9,12.29,86.57,94.07,0.17,0.49,94.35,0,1911.45
Permanent Magnet,Actuator,2162,5236,9978,635.58,1161.85,74.39,0.2,0.48,74.73,88.61,5.37,13.72,91.51,0,2525.4
Permanent Magnet,Fan,3271,6175,11213,521.6,951.47,72.74,0.97,2.05,73.23,70.56,1.39,3.15,72.62,0,2391.29
Permanent Magnet,Conveyor,2827,5360,10627,787.38,1376.4,73.8,0.18,0.42,74.16,96.29,0.14,0.29,96.31,14,1109.65
Shunt-Wound,Pump,2300,5100,10590,448.64,976.97,72.54,1.3,2.7,73.95,93.06,1.41,2.89,94.57,0,2439.14
Permanent Magnet,Pump,1570,4656,9510,481.28,935.66,72.2,6.33,13.08,81.7,69.54,2.27,6.36,73.9,0,2821.58
Permanent Magnet,Conveyor,2235,5461,10465,600.61,945.61,71.03,5.34,12.79,81.09,74.97,0.25,0.51,75.14,0,2483.64
Permanent Magnet,Actuator,1361,4734,9519,503.03,1013.29,74.47,1.95,3.29,77.33,71.85,1.37,3.53,74.56,0,3014.31
Permanent Magnet,Fan,1997,5070,9704,353.16,785.24,101.62,0.14,0.22,101.68,73.88,0.38,0.95,74.41,0,2748.46
Series-Wound,Conveyor,3670,7145,12258,480.91,1197.11,69.58,0.29,0.44,69.95,74.2,0.68,1.94,75.86,6,1733.05
Permanent Magnet,Actuator,3349,6292,11684,407.46,1119.77,88.89,4.52,10.11,94.22,71.54,0.68,1.53,72.49,6,1558.6
Permanent Magnet,Conveyor,1868,4591,9751,587.01,983.43,71.82,0.16,0.25,71.96,70.92,2.23,6.42,75.9,0,3059.16
